"" "US2020238178_A1" "EP3591521_A1" "US10275662_B1" "US10825183_B2" "US2015009331_A1" "CN108921068_A" "CN107933507_A" "US9886771_B1" "WO2019043406_A1" "WO2020119314_A1" "CN110728236_A" "US2009268947_A1" "CN107202983_B" "CN111186379_A" "WO2017123665_A1" "US10775941_B2" "US10795380_B1" "US2016278633_A1" "US10108866_B2" "US2020327337_A1" "US10896550_B2" "WO2015147764_A1" "US2020215294_A1" "WO2021003172_A1" "US9466000_B2" "US2014331253_A1" "US2020090282_A1" "US2020290638_A1" "US9697660_B1" "CN109635824_A" "US10318831_B2" "US2020279345_A1" "US2017109458_A1" "US2020413113_A1" "US10740927_B2" "US2007260375_A1" "US2007072676_A1" "CN109606368_A" "CN106874900_A" "US10846556_B2" "CN106156768_B" "US10150351_B2" "US2020298128_A1" "US2020174490_A1" "US2020293822_A1" "US10339391_B2" "US2018157918_A1" "US2020090321_A1" "US2020257907_A1" "US10082795_B2" "KR102099123_B1" "CN108216252_A" "US2006238380_A1" "US2019228305_A1" "EP3543915_A1" "US2020001186_A1" "US2020356653_A1" "EP3629257_A1" "EP3530330_B1" "CN109444912_A" "US9451077_B2" "US2020242383_A1" "US10882398_B2" "KR20190024324_A" "US9262698_B1" "CN111086520_A" "US10755691_B1" "US2020380270_A1" "US2006047704_A1" "US9501693_B2" "US2019077353_A1" "KR20150002038_A" "CN110933685_B" "WO2020219054_A1" "CN104951764_B" "US2020349353_A1" "EP3726473_A1" "US2020013225_A1" "US2010209888_A1" "WO2019049134_A1" "US2005065682_A1" "WO2008061138_A2" "US2010023223_A1" "US2020074178_A1" "US2013004081_A1" "US8340363_B2" "US2020167941_A1" "US7912637_B2" "US2020226734_A1" "US2020357196_A1" "US2019095877_A1" "US2019132414_A1" "US2020339140_A1" "CN110304075_B" "US2018336666_A1" "US2020390328_A1" "US2020286382_A1" "US10891502_B1" "WO2020236575_A1" "US2021014777_A1" "US2007292608_A1" "CN109960966_A" "US2020294403_A1" "EP3690753_A1" "WO2020219028_A1" "US2019359169_A1" "US2020394869_A1" "US2015073910_A1" "US2020318973_A1" "US2020101375_A1" "US10861168_B2" "US10373262_B1" "US2020164891_A1" "US9472104_B2" "US2017082757_A1" "US2020074492_A1" "US10452915_B1" "WO2018148732_A2" "US10769461_B2" "US2015141123_A1" "US10395119_B1" "US10867447_B2" "CN111104885_A" "US10232680_B2" "US2020142026_A1" "US2020342233_A1" "US10325315_B1" "US2013204457_A1" "US2008043020_A1" "US2018211122_A1" "US2021014678_A1" "WO2011004381_A1" "CN111401438_A" "CN111742342_A" "US2020120199_A1" "CN109829403_B" "US2020273342_A1" "US2020381021_A1" "US9085303_B2" "CN110705416_A" "CN110008360_A" "US10507793_B1" "US10395313_B1" "US2019347478_A1" "WO2020140371_A1" "US2020111061_A1" "US10807591_B1" "US10885775_B2" "CN108595576_A" "US2013345896_A1" "KR102122850_B1" "US2018370502_A1" "US10510234_B2" "US2008037837_A1" "US10376781_B2" "US10726281_B2" "US2019158884_A1" "CN109493449_A" "WO2020069517_A2" "US10319094_B1" "US9886841_B1" "WO2019092672_A2" "US2015161796_A1" "US10546197_B2" "US8447474_B2" "US2020005478_A1" "US2020380266_A1" "US2020342711_A1" "CN108871431_A" "US2020207358_A1" "US2018043829_A1" "US2020074222_A1" "WO2008058293_A2" "US2020342225_A1" "US2019246626_A1" "US2018240194_A1" "US2020372791_A1" "US2019392256_A1" "US10467482_B2" "US2020342247_A1" "CN206684779_U" "US2020074326_A1" "US7050897_B2" "CN107657236_A" "US10853882_B1" "WO2020132104_A1" "US8294763_B2" "US9761067_B2" "CN104200668_B" "CN110781853_A" "US2018074200_A1" "US10189479_B2" "US10740891_B1" "US10875453_B2" "US2017046967_A1" "US9349225_B2" "US2020402178_A1" "US10223842_B1" "US2019356885_A1" "US2020050867_A1" "KR20160036968_A" "US2020216026_A1" "US9165196_B2" "WO2020193320_A1" "US2020023797_A1" "US2014213357_A1" "US2020351434_A1" "CN110211101_A" "US10528054_B2" "US2020143183_A1" "CN111209923_A" "US2020396562_A1" "US9672719_B1" "US2019208136_A1" "CN108446645_A" "US2020090320_A1" "US10475335_B1" "US10827190_B1" "US2019385230_A1" "US7590310_B2" "US2017017846_A1" "WO2020025086_A1" "US9202171_B2" "US2020090429_A1" "CN106740829_B" "US2011004678_A1" "US2019384993_A1" "CN111703393_A" "US10867180_B2" "US2021005089_A1" "US9734685_B2" "EP2670496_B1" "US8095394_B2" "CN109657716_A" "US2020398842_A1" "US2019035245_A1" "US2020278423_A1" "US2010238290_A1" "US9714037_B2" "US2020027333_A1" "CN108021926_A" "US2020167594_A1" "WO2018118958_A1" "US10569174_B1" "EP3499473_A1" "US9928432_B1" "EP3721370_A1" "TW200712594_A" "US2014136187_A1" "US2015262198_A1" "US2021027066_A1" "US9855894_B1" "US2020184278_A1" "CN111077517_A" "US10864446_B2" "US10795446_B2" "US10867490_B2" "CN109635664_A" "US10019652_B2" "US9771082_B2" "CN110189317_A" "US10373260_B1" "US8229170_B2" "US2020191590_A1" "US2007003691_A1" "CN110188817_A" "US10657707_B1" "CN109829400_A" "US2018018508_A1" "US2020363534_A1" "US2017305437_A1" "US10332401_B2" "US10460183_B2" "US2020034958_A1" "US2017364796_A1" "CN107729818_B" "US2004234136_A1" "KR20200096026_A" "CN103310223_A" "CN105448115_B" "WO2020092900_A2" "US2018328756_A1" "US2018189581_A1" "WO2020165908_A2" "US2020255026_A1" "CN106339677_B" "US2018293664_A1" "WO2019144035_A1" "US2020139960_A1" "US9953210_B1" "CN107657237_B" "CN111652200_A" "CN110705370_A" "US2017097763_A1" "US2020012868_A1" "US2007010754_A1" "US2018157957_A1" "US2020062274_A1" "US2019056297_A1" "US2017083794_A1" "CN109703606_A" "US2018336580_A1" "US2020364802_A1" "US2006208169_A1" "US2017267251_A1" "US2014270350_A1" "US2020307561_A1" "US7209221_B2" "US2019122143_A1" "CN110728702_A" "CN110472511_A" "US2019251395_A1" "US2020327743_A1" "US2020273001_A1" "US2020357029_A1" "US10600199_B2" "US10863106_B1" "US2010131300_A1" "US2021011489_A1" "WO2020086015_A1" "US10573037_B2" "US2013183022_A1" "US2016133230_A1" "US2020074574_A1" "US2020312063_A1" "US6927694_B1" "US2018268532_A1" "US10839251_B2" "US2020210786_A1" "US9258409_B1" "US2007183651_A1" "WO2020088076_A1" "US2020191943_A1" "US9760806_B1" "US2016325680_A1" "US2020089003_A1" "US2002008637_A1" "US2019056231_A1" "US2018217717_A1" "US6278906_B1" "CN107985189_A" "US10852725_B2" "US10810837_B2" "US2020349370_A1" "CN108229467_A" "WO2020240851_A1" "US2020306638_A1" "CN108528395_A" "US10592785_B2" "US10896626_B2" "US9056252_B2" "US2020331387_A1" "US2019141264_A1" "CN101791981_A" "US10319007_B1" "US10832327_B1" "US6970576_B1" "WO2020132141_A1" "US2020342547_A1" "US2014188350_A1" "DE102006016716_A1" "US2019378280_A1" "CN110850109_A" "US2019005359_A1" "US9830511_B2" "US10885590_B2" "US2020269136_A1" "US2020329103_A1" "WO2020163801_A1" "US9950700_B2" "US9789831_B2" "CN111540171_A" "US2020337653_A1" "US10864911_B2" "US10262226_B1" "US9928427_B2" "US8417035_B2" "US2020215970_A1" "WO2020228947_A1" "WO2020256765_A1" "US2010209882_A1" "US2010019964_A1" "US10521677_B2" "US9165326_B1" "CN110909603_A" "US10564815_B2" "US2020020197_A1" "US2012229647_A1" "CN109993988_A" "US10800329_B2" "US2020187324_A1" "US2020377107_A1" "US10521864_B1" "US2020294092_A1" "US2018330178_A1" "US2019197430_A1" "US2012301032_A1" "US2020331346_A1" "KR101697211_B1" "EP1631937_B1" "US10835828_B1" "CN109657596_A" "US2020285872_A1" "US10817729_B2" "US10893339_B2" "US9881221_B2" "US10551199_B2" "US2019360446_A1" "US2021024066_A1" "CN104573711_B" "US2020398831_A1" "US2020004022_A1" "US2020056897_A1" "US2017195561_A1" "CN108491821_A" "WO2020243218_A1" "US2015025917_A1" "US2014222321_A1" "US2018268203_A1" "US2012282911_A1" "US10078791_B2" "US2020320573_A1" "US2020211385_A1" "US10897650_B2" "US2020092465_A1" "US10245509_B2" "US2016321559_A1" "US2020312046_A1" "WO2020229841_A1" "US9775512_B1" "US9923124_B2" "US2021029295_A1" "EP3499454_B1" "US2020410712_A1" "WO2019200434_A9" "US8989914_B1" "CN110728234_A" "CN105354988_B" "US2020334928_A1" "US10074024_B2" "US10897654_B1" "US10289938_B1" "US2020364462_A1" "US9972206_B2" "US2020080858_A1" "US10360601_B1" "CN111444863_A" "CN111806230_A" "KR102136264_B1" "US2020228880_A1" "US10065652_B2" "US2014201004_A1" "US2020329801_A1" "US9092979_B2" "EP2107504_A1" "CN110287768_A" "US10762385_B1" "US9769536_B2" "CN103258213_B" "US2019329790_A1" "US2019332902_A1" "CN105741291_B" "US2019122073_A1" "CN111008551_A" "US2019023279_A1" "US2019257666_A1" "US2020002868_A1" "US2017351974_A1" "US2020186897_A1" "US2020111203_A1" "US10065614_B2" "US2020298125_A1" "US9916538_B2" "US2020055515_A1" "US2020180609_A1" "US10836309_B1" "US2020160626_A1" "US2019340428_A1" "US2019325740_A1" "CN107492251_B" "US9400552_B2" "CN110363238_A" "US2019366190_A1" "US2020211303_A1" "US10643378_B2" "US9704054_B1" "US2020394476_A1" "US10877644_B2" "US2021011124_A1" "US2017318325_A1" "US10204274_B2" "US9861895_B2" "US2016328604_A1" "US2012230548_A1" "US10878507_B1" "US2021023456_A1" "US2020346114_A1" "CN104573658_B" "EP2909065_B1" "US7904465_B2" "US2020283000_A1" "US2019232964_A1" "KR102089230_B1" "WO2020253965_A1" "US2019130220_A1" "US2015310662_A1" "US10769660_B2" "US2020110952_A1" "CN110532925_A"
"US2020238178_A1" 0 2 0 3 2 2 5 4 1 2 3 2 5 2 3 2 3 1 1 1 2 2 4 1 1 1 2 4 2 3 3 0 2 3 1 1 2 2 4 1 3 2 4 3 0 3 1 1 0 3 1 5 2 2 0 2 0 2 4 3 1 4 1 2 2 4 2 0 2 0 3 0 5 2 2 1 2 2 2 4 3 1 2 0 0 3 2 2 2 1 3 1 1 5 1 1 2 0 3 3 2 3 2 1 2 2 0 0 1 3 1 2 3 1 3 0 2 2 0 1 3 0 2 3 0 2 3 1 3 1 0 1 4 3 2 3 0 4 2 4 3 1 3 2 3 1 2 1 4 0 3 3 2 1 3 1 2 5 1 2 0 1 2 3 0 2 2 1 7 1 3 0 0 3 0 1 1 3 2 3 0 1 0 5 1 1 1 2 3 3 2 2 3 1 1 2 1 0 1 1 4 1 0 2 0 2 0 5 0 4 3 2 2 0 2 1 2 0 3 2 2 3 2 2 1 3 1 3 1 1 4 3 1 4 4 3 1 0 0 0 4 1 1 2 0 1 6 3 2 1 3 3 2 6 2 2 2 5 1 3 3 1 2 2 2 4 1 5 3 3 2 2 4 4 2 4 2 0 4 4 2 2 2 1 3 3 0 1 2 0 4 3 5 2 5 2 5 2 2 1 5 2 3 2 3 2 3 2 2 3 3 1 2 2 0 2 2 1 3 2 3 3 1 1 0 2 2 1 3 2 3 4 2 5 1 1 2 2 1 2 5 3 1 2 4 3 3 4 4 2 2 3 3 3 3 3 0 2 2 1 3 2 4 3 0 1 5 1 0 2 4 3 2 2 1 2 2 2 2 1 2 2 3 2 3 0 2 2 6 1 1 3 0 2 2 3 0 2 2 2 3 6 2 2 3 0 1 1 2 3 2 0 3 3 5 2 4 2 2 2 2 1 1 1 1 3 2 2 1 1 0 3 1 1 0 0 3 8 0 5 0 0 0 2 3 2 5 3 0 0 1 1 0 4 3 3 3 1 5 3 3 4 5 3 2 3 2 2 6 2 3 1 2 1 3 1 1 2 4 7 0 3 3 2 1 2 1 1 2 1 1 2 1 3 2 2 2 5 0 0 2 1 2 3 3 2 1 2 4
"EP3591521_A1" 2 0 3 3 2 3 4 4 4 1 3 3 3 4 1 2 2 2 2 2 4 0 4 2 1 2 1 6 1 2 3 0 2 3 1 1 1 0 2 1 2 1 4 3 4 4 2 3 3 2 1 1 6 5 0 2 3 2 2 3 2 3 3 1 3 0 1 0 5 1 3 2 1 1 0 3 2 2 1 3 2 3 3 1 2 3 5 1 1 2 1 3 1 2 5 1 3 0 5 3 1 2 3 1 3 2 0 1 2 1 2 5 2 2 1 4 3 0 0 3 1 2 1 5 2 4 5 3 4 2 3 2 2 3 0 3 2 2 4 4 2 4 5 2 2 2 1 2 1 2 2 3 4 5 1 3 2 2 0 5 3 1 1 4 2 2 0 3 4 1 2 3 2 3 1 2 4 4 1 5 4 3 2 3 3 1 1 2 2 2 3 4 3 3 1 3 4 1 1 2 4 2 1 3 3 3 4 5 4 2 1 3 1 4 2 4 2 2 4 5 3 3 2 1 3 2 2 1 5 4 2 3 2 1 2 3 2 1 3 3 3 0 0 4 0 1 5 3 4 2 2 2 4 3 0 2 2 1 3 0 1 6 2 5 1 3 3 1 2 5 1 4 3 4 0 2 4 0 6 1 0 3 2 1 3 1 2 1 1 2 2 2 4 1 5 0 2 3 0 2 2 1 3 3 1 3 4 3 1 1 3 0 4 2 0 2 3 2 2 2 2 2 2 4 2 2 1 2 3 2 2 4 5 4 1 1 2 3 4 2 1 1 1 3 2 5 2 3 2 3 3 1 3 3 2 3 2 2 0 1 3 4 1 1 4 1 3 2 1 3 0 3 3 2 2 3 2 3 1 4 0 3 1 1 6 0 4 3 3 2 3 1 5 3 1 2 3 3 4 3 4 1 2 2 4 0 0 6 3 3 2 2 5 6 3 3 2 3 3 2 3 2 2 1 1 1 2 2 3 3 0 3 3 1 2 2 2 2 1 1 0 2 3 3 3 3 1 1 0 2 2 4 2 3 2 2 2 1 3 3 1 2 3 1 3 4 1 2 2 2 3 2 4 1 1 3 1 4 2 5 4 2 4 3 2 1 2 2 5 2 3 1 3 4 5 4 0 1 3 1 2 0 4 2 4 0 0 3 1
"US10275662_B1" 0 3 0 3 3 1 3 4 2 1 3 6 5 6 0 3 2 1 2 4 2 3 2 3 4 2 2 6 2 3 3 1 2 2 2 4 0 2 3 2 3 3 2 3 4 5 4 3 4 5 1 1 3 3 0 1 1 3 3 5 3 4 2 2 1 1 2 0 1 2 3 4 0 2 1 4 3 3 2 3 2 2 4 4 3 3 4 1 1 3 2 4 6 3 5 1 4 0 3 2 4 3 2 2 5 3 0 0 2 1 2 6 2 3 2 3 2 1 1 2 0 2 4 4 3 2 4 3 2 3 3 2 3 2 1 4 4 3 2 3 4 5 4 3 3 3 1 2 2 2 4 3 3 4 1 4 2 1 0 3 3 0 2 4 3 3 1 2 3 1 4 4 4 3 2 3 5 4 5 7 5 5 3 2 5 1 1 5 4 3 4 3 3 6 1 3 3 2 5 3 4 2 3 3 4 2 3 4 3 3 1 2 4 7 5 4 4 3 5 2 4 7 1 2 3 2 3 4 1 3 3 4 1 3 3 3 1 4 3 5 4 2 1 4 0 1 6 2 2 4 3 3 5 4 1 1 0 4 2 1 1 5 3 1 3 3 4 1 2 4 1 5 3 2 0 4 5 0 3 2 1 2 4 3 4 0 3 1 1 5 4 2 4 1 4 1 2 3 0 3 3 2 2 3 1 2 3 4 3 3 5 1 3 4 0 3 4 1 2 5 0 2 2 2 3 4 2 4 3 4 2 5 2 3 1 2 2 2 4 4 2 1 2 5 3 4 3 4 2 3 2 2 3 3 3 4 4 2 0 6 2 4 3 1 5 1 1 6 2 4 1 4 0 3 1 3 1 3 1 4 1 4 3 3 3 0 3 1 2 3 1 3 2 3 2 4 2 5 4 4 2 3 3 3 1 3 1 6 2 2 0 4 4 4 2 3 3 2 2 3 1 3 4 2 2 1 1 2 4 5 2 2 2 4 4 2 4 3 1 3 0 2 4 3 1 2 3 2 0 2 3 3 2 4 5 5 3 1 2 4 2 2 1 3 5 2 1 1 1 2 4 0 5 2 2 4 4 4 2 3 2 5 1 2 2 1 1 0 4 2 3 1 4 2 3 3 0 1 4 1 3 2 3 3 4 1 0 4 1
"US10825183_B2" 3 3 3 0 3 1 7 6 5 6 3 3 3 5 1 2 1 0 3 1 3 1 3 3 1 2 4 5 1 3 4 2 2 5 5 2 1 2 3 4 4 1 4 1 6 7 2 2 2 6 2 3 3 4 0 3 1 6 5 3 2 4 0 3 2 2 1 0 2 1 3 1 3 3 2 3 3 3 1 4 2 4 3 2 3 4 5 2 1 6 2 4 3 5 5 1 4 0 1 2 2 5 4 2 4 0 1 0 3 1 1 6 3 3 1 3 6 0 0 1 3 4 5 3 1 2 4 1 3 3 4 2 7 3 2 4 2 4 2 6 4 4 5 5 7 2 0 1 3 3 5 3 2 5 2 4 2 6 1 5 3 1 3 3 1 4 2 4 6 0 3 4 3 4 2 2 5 4 3 7 5 3 2 3 3 2 2 3 5 5 2 5 7 4 0 2 3 1 1 5 8 4 2 4 1 3 3 7 2 5 1 3 3 3 7 3 4 2 4 3 6 6 1 5 3 3 2 4 2 2 2 1 1 4 3 3 1 1 1 1 6 3 2 3 0 1 6 3 2 4 3 4 3 6 1 2 2 7 3 2 3 5 2 3 2 5 5 4 3 4 0 3 4 5 1 5 2 0 4 2 1 7 5 1 6 3 3 2 2 4 3 6 9 2 5 2 4 3 1 5 4 3 4 4 1 2 3 1 2 5 7 1 3 4 0 3 2 0 1 1 1 6 1 2 2 2 3 3 4 3 3 6 1 3 3 1 2 4 3 2 3 2 0 4 6 3 1 3 4 4 2 1 4 1 5 4 3 3 4 4 4 3 6 2 3 3 3 2 1 6 2 5 1 3 4 6 2 2 2 4 1 3 5 3 6 1 2 2 5 3 3 2 2 2 2 2 3 3 3 4 1 4 2 3 3 2 1 5 4 4 1 2 6 5 6 2 2 5 3 2 2 3 2 2 4 2 1 3 1 5 2 4 3 4 0 0 5 5 1 2 0 4 1 6 1 2 4 2 0 3 2 1 2 3 5 7 4 0 4 3 0 5 3 3 4 4 4 1 4 6 5 0 3 0 3 2 1 6 5 9 1 4 2 4 6 1 2 1 3 4 2 1 4 6 5 1 1 2 2 1 4 2 4 5 3 0 3 3 2
"US2015009331_A1" 2 2 3 3 0 3 5 4 3 1 5 4 4 5 1 2 3 1 2 2 2 2 3 4 2 2 5 5 2 4 4 2 3 2 1 3 1 1 3 1 2 2 3 6 2 3 7 1 3 3 0 6 4 3 0 1 0 5 6 7 2 5 2 1 3 1 2 0 1 2 4 1 2 4 1 3 2 2 2 6 3 1 2 1 1 2 3 1 3 3 4 3 3 2 1 1 2 0 2 1 3 3 4 3 3 2 0 0 2 2 4 6 4 3 2 3 3 0 3 2 1 2 3 1 2 3 4 2 3 3 3 3 4 3 1 5 2 4 3 5 4 6 3 2 2 2 1 0 2 1 3 3 2 2 2 2 4 1 2 3 3 1 1 3 3 1 3 1 6 1 6 5 7 4 2 3 6 2 1 6 4 3 3 5 6 2 4 6 3 0 3 2 4 5 1 3 4 2 3 6 4 3 2 1 2 2 1 4 3 5 2 6 2 3 5 4 3 2 3 3 4 2 3 6 6 3 2 4 3 4 4 3 3 1 2 3 1 2 4 3 6 2 4 3 0 1 4 0 3 3 4 5 8 3 2 0 1 4 5 2 2 5 1 3 3 5 5 5 3 1 1 4 4 4 1 2 3 0 4 3 1 2 5 3 4 1 3 1 1 4 5 2 4 2 1 2 2 1 1 3 2 1 4 1 1 3 4 2 3 4 5 2 5 4 0 2 2 2 3 3 1 1 4 2 3 3 3 4 1 4 3 4 1 4 1 0 1 3 2 1 7 2 3 6 3 2 1 5 2 4 4 3 0 1 2 3 3 5 1 3 3 0 5 1 3 2 4 3 3 1 3 4 1 2 3 1 3 1 2 3 1 2 3 3 4 0 2 6 3 2 0 1 1 3 4 4 1 3 2 7 2 3 4 6 2 3 3 2 2 1 1 1 8 3 2 3 4 3 2 1 3 2 2 4 1 2 1 5 3 2 0 1 1 1 3 1 4 3 1 4 1 3 3 1 5 3 3 4 0 2 4 3 2 6 3 5 6 4 3 5 4 4 2 1 4 3 1 1 3 1 2 0 7 3 4 5 4 5 3 4 0 3 2 3 2 1 1 0 3 3 3 2 3 5 6 2 2 3 4 3 3 1 5 2 3 1 3 3 4
"CN108921068_A" 2 3 1 1 3 0 4 5 1 3 7 1 4 5 1 3 3 1 1 1 2 2 1 2 2 2 1 2 2 5 3 0 2 4 3 2 0 2 5 1 6 3 3 2 1 2 2 2 1 2 1 4 5 4 0 2 1 3 1 8 1 1 2 1 1 2 1 0 3 1 2 1 2 2 3 6 3 2 2 7 1 1 2 1 3 2 2 1 2 4 2 1 2 2 1 2 1 0 1 3 2 2 0 2 1 3 0 1 2 3 0 3 2 3 2 1 2 0 1 1 1 0 5 0 2 2 2 1 3 0 2 4 3 2 1 8 0 2 1 4 4 2 2 2 5 2 0 0 3 0 1 5 3 4 2 3 3 3 0 3 3 0 2 2 1 3 3 1 5 0 3 3 2 2 0 3 5 4 1 1 3 1 1 6 3 0 1 1 5 4 2 1 2 1 1 4 4 3 1 3 2 1 0 1 3 1 1 4 2 3 7 1 1 1 3 5 1 1 1 2 2 4 2 2 3 0 1 5 1 2 2 3 3 5 2 2 3 1 2 4 5 5 0 2 0 2 3 2 1 3 2 2 3 4 1 2 3 5 3 1 4 4 1 4 2 4 3 3 2 3 1 4 3 4 0 4 2 0 6 3 0 1 1 0 2 4 2 0 3 2 8 3 4 2 1 1 1 1 1 2 3 0 5 3 0 1 5 3 0 4 4 3 3 4 0 3 2 2 4 2 2 1 2 2 0 2 1 1 5 1 4 5 1 2 2 2 2 2 2 2 5 2 1 4 3 2 1 6 2 1 1 3 4 2 1 2 2 1 1 2 3 3 4 2 2 0 0 2 0 1 1 6 1 1 0 2 2 1 3 3 1 2 1 1 7 0 4 4 6 1 2 1 3 2 1 1 0 1 2 1 3 4 2 2 1 0 2 1 3 2 0 1 3 3 6 2 2 0 1 2 3 0 1 0 1 2 0 5 1 1 0 2 3 2 1 2 4 4 0 0 0 0 3 2 3 3 3 4 0 1 2 2 1 2 1 7 3 3 5 2 3 4 4 4 2 1 4 0 1 4 3 1 2 1 4 3 1 2 3 4 2 7 2 2 1 0 1 1 2 0 2 0 2 2 4 3 0 5 2 0 3 2 2 2 3 0 1 3 4
"CN107933507_A" 5 4 3 7 5 4 0 7 7 4 7 6 10 9 3 2 4 2 3 3 5 4 5 4 2 2 4 5 4 7 7 1 4 5 4 3 2 6 7 4 7 4 7 6 5 6 6 3 4 4 2 9 6 5 1 2 2 6 5 8 4 7 2 6 2 5 3 0 4 1 6 2 6 5 6 6 5 4 3 7 4 3 2 2 2 4 5 4 4 3 6 2 5 8 3 1 5 0 1 2 5 9 5 3 4 2 0 1 3 2 3 7 6 4 3 4 5 2 2 1 4 3 11 4 1 4 8 2 3 4 5 3 10 5 3 11 3 6 6 8 9 4 9 6 8 3 2 2 8 2 7 5 4 4 3 5 4 8 2 7 5 1 4 6 2 5 4 3 11 1 5 6 5 8 2 3 6 8 4 10 6 6 2 9 6 3 4 5 5 6 5 5 7 6 0 4 8 2 3 6 11 5 3 2 1 2 1 9 3 6 5 5 5 4 11 5 5 2 7 5 6 7 2 5 5 4 3 8 4 5 4 3 2 9 6 4 2 2 4 3 10 3 3 3 0 2 7 4 6 4 6 5 6 11 3 3 2 7 4 2 7 8 3 4 5 9 7 8 5 5 4 4 7 8 2 9 4 0 6 6 2 5 6 2 4 7 3 3 3 3 8 8 12 1 4 4 5 4 2 4 10 1 9 4 3 2 5 2 6 10 8 2 5 6 0 3 2 4 4 5 3 6 2 3 4 4 6 4 5 4 2 8 1 5 4 2 2 5 4 3 8 4 0 5 8 4 4 9 5 7 3 3 4 4 6 5 2 5 1 2 3 4 11 3 2 3 7 5 2 2 3 10 4 3 3 3 4 4 2 5 2 2 5 4 10 0 3 6 5 4 3 3 4 4 3 5 3 5 5 4 4 8 5 7 4 3 2 5 6 5 1 1 8 8 8 4 4 3 3 3 7 4 2 3 4 3 4 4 4 3 0 5 2 1 0 0 8 8 1 5 1 3 4 3 4 5 5 6 0 3 4 4 2 6 7 12 8 3 6 6 3 8 8 4 5 5 5 4 6 5 5 1 8 2 3 3 3 6 4 11 2 6 3 3 4 3 2 2 3 5 3 3 4 10 9 3 2 7 3 2 5 3 9 6 3 1 3 5 6
"US9886771_B1" 4 4 4 6 4 5 7 0 2 2 6 4 7 7 1 2 4 2 3 4 4 5 4 3 4 2 3 5 5 7 7 1 2 5 5 3 1 2 4 5 7 4 4 5 4 4 6 2 2 4 2 3 6 5 0 2 2 6 6 4 5 4 4 4 2 3 4 0 4 2 5 3 4 4 2 8 5 5 4 4 5 3 3 5 3 6 4 4 5 5 5 3 2 4 3 2 5 0 2 3 5 4 2 3 4 4 0 2 3 2 2 9 5 4 3 2 5 1 1 1 4 3 5 4 1 3 9 3 5 4 5 3 5 4 3 7 2 6 4 7 6 6 7 5 8 4 2 2 4 1 2 6 3 4 3 5 3 4 1 8 4 1 3 4 2 4 2 3 7 1 6 7 3 6 2 6 5 4 4 7 4 5 4 6 6 1 1 5 5 4 5 5 8 6 1 5 6 2 3 4 6 3 4 4 3 2 3 7 3 6 4 5 3 4 4 5 4 3 5 6 5 7 2 7 3 3 3 2 3 5 3 5 4 5 3 3 3 2 3 3 7 4 1 3 0 3 8 3 4 4 4 6 5 6 1 2 1 8 2 3 2 9 3 5 4 4 6 4 3 6 3 7 4 6 2 5 4 0 5 3 3 4 6 1 4 3 3 2 4 5 8 7 6 3 6 3 5 3 3 2 2 3 8 7 3 4 4 4 2 2 5 5 7 8 0 3 3 2 4 4 2 6 4 3 2 3 5 4 7 4 5 6 2 3 4 2 3 4 4 5 4 4 1 6 5 6 2 6 6 4 1 4 4 3 7 6 4 3 3 4 2 4 5 3 4 2 2 6 1 3 4 6 3 2 3 3 2 4 2 5 2 3 2 2 6 0 4 6 5 2 3 3 2 7 3 4 1 5 6 7 4 5 3 4 3 3 5 4 6 4 1 2 7 6 7 7 6 3 4 3 6 4 3 2 2 3 1 5 4 4 0 3 6 4 3 1 6 5 0 4 0 2 6 3 5 5 6 4 0 3 3 4 2 5 5 6 7 2 5 3 4 5 5 2 5 5 4 1 3 7 6 1 3 3 6 3 4 4 4 6 3 7 4 3 2 3 4 2 6 3 4 1 5 6 8 3 1 3 1 1 7 3 3 6 6 2 1 5 2
